STATE|STATEFP|PLACEFP|PLACENAME|TYPE|FUNCSTAT|COUNTY
MO|29|05464|Bigelow village|Incorporated Place|A|Holt County

MO|29|05495|Big Lake village|Incorporated Place|A|Holt County

MO|29|05626|Billings city|Incorporated Place|A|Christian County

MO|29|05734|Birch Tree city|Incorporated Place|A|Shannon County

MO|29|05824|Birmingham village|Incorporated Place|A|Clay County

MO|29|05878|Bismarck city|Incorporated Place|A|St. Francois County

MO|29|05950|Blackburn city|Incorporated Place|A|Lafayette County, Saline County

MO|29|06004|Black Jack city|Incorporated Place|A|St. Louis County

MO|29|06148|Blackwater city|Incorporated Place|A|Cooper County

MO|29|06238|Blairstown city|Incorporated Place|A|Henry County

MO|29|06256|Bland city|Incorporated Place|A|Gasconade County, Osage County

MO|29|06346|Blodgett village|Incorporated Place|A|Scott County

MO|29|06382|Bloomfield city|Incorporated Place|A|Stoddard County

MO|29|06454|Bloomsdale city|Incorporated Place|A|Ste. Genevieve County

MO|29|06526|Blue Eye town|Incorporated Place|A|Stone County

MO|29|06652|Blue Springs city|Incorporated Place|A|Jackson County

MO|29|06742|Blythedale village|Incorporated Place|A|Harrison County

MO|29|06832|Bogard city|Incorporated Place|A|Carroll County

MO|29|06922|Bolckow city|Incorporated Place|A|Andrew County

MO|29|06976|Bolivar city|Incorporated Place|A|Polk County

MO|29|07102|Bonne Terre city|Incorporated Place|A|St. Francois County

MO|29|07318|Boonville city|Incorporated Place|A|Cooper County

MO|29|07426|Bosworth city|Incorporated Place|A|Carroll County

MO|29|07534|Bourbon city|Incorporated Place|A|Crawford County

MO|29|07660|Bowling Green city|Incorporated Place|A|Pike County

MO|29|07876|Bragg City town|Incorporated Place|A|Pemiscot County

MO|29|07948|Brandsville city|Incorporated Place|A|Howell County

MO|29|07966|Branson city|Incorporated Place|A|Stone County, Taney County

MO|29|07989|Branson West city|Incorporated Place|A|Stone County

MO|29|08002|Brashear city|Incorporated Place|A|Adair County

MO|29|08038|Braymer city|Incorporated Place|A|Caldwell County

MO|29|08128|Breckenridge city|Incorporated Place|A|Caldwell County

MO|29|08164|Breckenridge Hills city|Incorporated Place|A|St. Louis County

MO|29|08236|Brentwood city|Incorporated Place|A|St. Louis County

MO|29|08398|Bridgeton city|Incorporated Place|A|St. Louis County

MO|29|08470|Brimson village|Incorporated Place|A|Grundy County

MO|29|08614|Bronaugh city|Incorporated Place|A|Vernon County

MO|29|08650|Brookfield city|Incorporated Place|A|Linn County

MO|29|08776|Brooklyn Heights town|Incorporated Place|A|Jasper County

MO|29|08884|Browning city|Incorporated Place|A|Linn County, Sullivan County

MO|29|08902|Brownington town|Incorporated Place|A|Henry County

MO|29|08974|Brumley town|Incorporated Place|A|Miller County

MO|29|09046|Brunswick city|Incorporated Place|A|Chariton County

MO|29|09388|Bucklin city|Incorporated Place|A|Linn County

MO|29|09424|Buckner city|Incorporated Place|A|Jackson County

MO|29|09514|Buffalo city|Incorporated Place|A|Dallas County

MO|29|09642|Bull Creek village|Incorporated Place|A|Taney County

MO|29|09658|Bunceton city|Incorporated Place|A|Cooper County

MO|29|09694|Bunker city|Incorporated Place|A|Dent County, Reynolds County

MO|29|09802|Burgess town|Incorporated Place|A|Barton County

MO|29|09838|Burlington Junction city|Incorporated Place|A|Nodaway County

MO|29|10054|Butler city|Incorporated Place|A|Bates County

MO|29|10144|Butterfield village|Incorporated Place|A|Barry County

MO|29|10240|Byrnes Mill city|Incorporated Place|A|Jefferson County

MO|29|10288|Cabool city|Incorporated Place|A|Texas County

MO|29|10342|Cainsville city|Incorporated Place|A|Harrison County

MO|29|10360|Cairo village|Incorporated Place|A|Randolph County

MO|29|10432|Caledonia village|Incorporated Place|A|Washington County

MO|29|10450|Calhoun city|Incorporated Place|A|Henry County

MO|29|10468|California city|Incorporated Place|A|Moniteau County

MO|29|10486|Callao city|Incorporated Place|A|Macon County

MO|29|10612|Calverton Park village|Incorporated Place|A|St. Louis County

MO|29|10738|Camden city|Incorporated Place|A|Ray County

MO|29|10792|Camden Point city|Incorporated Place|A|Platte County

MO|29|10810|Camdenton city|Incorporated Place|A|Camden County

MO|29|10828|Cameron city|Incorporated Place|A|Clinton County, DeKalb County

MO|29|10864|Campbell city|Incorporated Place|A|Dunklin County

MO|29|11026|Canalou city|Incorporated Place|A|New Madrid County

MO|29|11134|Canton city|Incorporated Place|A|Lewis County

MO|29|11242|Cape Girardeau city|Incorporated Place|A|Cape Girardeau County, Scott County

MO|29|11350|Cardwell city|Incorporated Place|A|Dunklin County

MO|29|11368|Carl Junction city|Incorporated Place|A|Jasper County

MO|29|11566|Carrollton city|Incorporated Place|A|Carroll County

MO|29|11638|Carterville city|Incorporated Place|A|Jasper County

MO|29|11656|Carthage city|Incorporated Place|A|Jasper County

MO|29|11692|Caruthersville city|Incorporated Place|A|Pemiscot County

MO|29|11728|Carytown city|Incorporated Place|A|Jasper County

MO|29|11890|Cassville city|Incorporated Place|A|Barry County

MO|29|12052|Catron town|Incorporated Place|A|New Madrid County

MO|29|12079|Cave town|Incorporated Place|A|Lincoln County

MO|29|12376|Cedar Hill Lakes village|Incorporated Place|A|Jefferson County

MO|29|12592|Center city|Incorporated Place|A|Ralls County

MO|29|12664|Centertown town|Incorporated Place|A|Cole County

MO|29|12682|Centerview city|Incorporated Place|A|Johnson County

MO|29|12718|Centerville city|Incorporated Place|A|Reynolds County

MO|29|12898|Centralia city|Incorporated Place|A|Audrain County, Boone County

MO|29|12988|Chaffee city|Incorporated Place|A|Scott County

MO|29|13006|Chain of Rocks village|Incorporated Place|A|Lincoln County

MO|29|13015|Chain-O-Lakes village|Incorporated Place|A|Barry County

MO|29|13060|Chamois city|Incorporated Place|A|Osage County

MO|29|13078|Champ village|Incorporated Place|A|St. Louis County

MO|29|13330|Charlack city|Incorporated Place|A|St. Louis County

MO|29|13366|Charleston city|Incorporated Place|A|Mississippi County

MO|29|13600|Chesterfield city|Incorporated Place|A|St. Louis County

MO|29|13654|Chilhowee town|Incorporated Place|A|Johnson County

MO|29|13690|Chillicothe city|Incorporated Place|A|Livingston County

MO|29|13852|Chula city|Incorporated Place|A|Livingston County

MO|29|13978|Clarence city|Incorporated Place|A|Shelby County

MO|29|14068|Clark city|Incorporated Place|A|Boone County, Randolph County

MO|29|14140|Clarksburg city|Incorporated Place|A|Moniteau County

MO|29|14158|Clarksdale city|Incorporated Place|A|DeKalb County

MO|29|14176|Clarkson Valley city|Incorporated Place|A|St. Louis County

MO|29|14194|Clarksville city|Incorporated Place|A|Pike County

MO|29|14212|Clarkton city|Incorporated Place|A|Dunklin County

MO|29|14554|Claycomo village|Incorporated Place|A|Clay County

MO|29|14572|Clayton city|Incorporated Place|A|St. Louis County

MO|29|14662|Clearmont city|Incorporated Place|A|Nodaway County

MO|29|14770|Cleveland city|Incorporated Place|A|Cass County

MO|29|14788|Clever city|Incorporated Place|A|Christian County

MO|29|14806|Cliff Village village|Incorporated Place|A|Newton County

MO|29|14896|Clifton Hill city|Incorporated Place|A|Randolph County

MO|29|14914|Climax Springs village|Incorporated Place|A|Benton County, Camden County

MO|29|14986|Clinton city|Incorporated Place|A|Henry County

MO|29|15130|Clyde village|Incorporated Place|A|Nodaway County

MO|29|15220|Cobalt village|Incorporated Place|A|Madison County

MO|29|15274|Coffey city|Incorporated Place|A|Daviess County

MO|29|15436|Cole Camp city|Incorporated Place|A|Benton County

MO|29|15562|Collins village|Incorporated Place|A|St. Clair County

MO|29|15670|Columbia city|Incorporated Place|A|Boone County

MO|29|15760|Commerce village|Incorporated Place|A|Scott County

MO|29|15922|Conception Junction town|Incorporated Place|A|Nodaway County

MO|29|16102|Concordia city|Incorporated Place|A|Lafayette County

MO|29|16115|Coney Island village|Incorporated Place|A|Stone County

MO|29|16192|Conway city|Incorporated Place|A|Laclede County

MO|29|16228|Cool Valley city|Incorporated Place|A|St. Louis County

MO|29|16336|Cooter city|Incorporated Place|A|Pemiscot County

MO|29|16408|Corder city|Incorporated Place|A|Lafayette County

MO|29|16462|Corning town|Incorporated Place|A|Holt County

MO|29|16588|Cosby village|Incorporated Place|A|Andrew County

MO|29|16678|Cottleville city|Incorporated Place|A|St. Charles County

MO|29|16802|Country Club village|Incorporated Place|A|Andrew County

MO|29|16822|Country Club Hills city|Incorporated Place|A|St. Louis County

MO|29|16876|Country Life Acres village|Incorporated Place|A|St. Louis County

MO|29|16984|Cowgill city|Incorporated Place|A|Caldwell County

MO|29|17056|Craig city|Incorporated Place|A|Holt County

MO|29|17074|Crane city|Incorporated Place|A|Stone County

MO|29|17164|Creighton city|Incorporated Place|A|Cass County

MO|29|17218|Crestwood city|Incorporated Place|A|St. Louis County

MO|29|17272|Creve Coeur city|Incorporated Place|A|St. Louis County

MO|29|17344|Crocker city|Incorporated Place|A|Pulaski County

MO|29|17524|Cross Timbers city|Incorporated Place|A|Hickory County

MO|29|17632|Crystal City city|Incorporated Place|A|Jefferson County

MO|29|17650|Crystal Lake Park city|Incorporated Place|A|St. Louis County

MO|29|17660|Crystal Lakes city|Incorporated Place|A|Ray County

MO|29|17668|Cuba city|Incorporated Place|A|Crawford County

MO|29|17902|Curryville city|Incorporated Place|A|Pike County

MO|29|17992|Dadeville village|Incorporated Place|A|Dade County

MO|29|18118|Dalton town|Incorporated Place|A|Chariton County

MO|29|18253|Dardenne Prairie city|Incorporated Place|A|St. Charles County

MO|29|18316|Darlington village|Incorporated Place|A|Gentry County

MO|29|18658|Dearborn city|Incorporated Place|A|Buchanan County, Platte County

MO|29|18730|Deepwater city|Incorporated Place|A|Henry County

MO|29|18802|Deerfield village|Incorporated Place|A|Vernon County

MO|29|18946|De Kalb town|Incorporated Place|A|Buchanan County

MO|29|19018|Dellwood city|Incorporated Place|A|St. Louis County

MO|29|19072|Delta city|Incorporated Place|A|Cape Girardeau County

MO|29|19090|Dennis Acres village|Incorporated Place|A|Newton County

MO|29|19162|Denver village|Incorporated Place|A|Worth County

MO|29|19198|Des Arc village|Incorporated Place|A|Iron County

MO|29|19216|Desloge city|Incorporated Place|A|St. Francois County

MO|29|19252|De Soto city|Incorporated Place|A|Jefferson County

MO|29|19270|Des Peres city|Incorporated Place|A|St. Louis County

MO|29|19378|De Witt city|Incorporated Place|A|Carroll County

MO|29|19396|Dexter city|Incorporated Place|A|Stoddard County

MO|29|19432|Diamond town|Incorporated Place|A|Newton County

MO|29|19486|Diehlstadt village|Incorporated Place|A|Scott County

MO|29|19504|Diggins village|Incorporated Place|A|Webster County

MO|29|19630|Dixon city|Incorporated Place|A|Pulaski County

MO|29|19792|Doniphan city|Incorporated Place|A|Ripley County

MO|29|19828|Doolittle city|Incorporated Place|A|Phelps County

MO|29|19918|Dover town|Incorporated Place|A|Lafayette County

MO|29|19990|Downing city|Incorporated Place|A|Schuyler County

MO|29|20134|Drexel city|Incorporated Place|A|Bates County, Cass County

MO|29|20296|Dudley city|Incorporated Place|A|Stoddard County

MO|29|20314|Duenweg city|Incorporated Place|A|Jasper County

MO|29|20512|Duquesne village|Incorporated Place|A|Jasper County

MO|29|20566|Dutchtown village|Incorporated Place|A|Cape Girardeau County

MO|29|20674|Eagleville town|Incorporated Place|A|Harrison County

MO|29|20980|East Lynne city|Incorporated Place|A|Cass County

MO|29|21034|Easton city|Incorporated Place|A|Buchanan County

MO|29|21052|East Prairie city|Incorporated Place|A|Mississippi County

MO|29|21214|Edgar Springs city|Incorporated Place|A|Phelps County

MO|29|21250|Edgerton city|Incorporated Place|A|Platte County

MO|29|21322|Edina city|Incorporated Place|A|Knox County

MO|29|21376|Edmundson city|Incorporated Place|A|St. Louis County

MO|29|21484|Eldon city|Incorporated Place|A|Miller County

MO|29|21502|El Dorado Springs city|Incorporated Place|A|Cedar County

MO|29|21844|Ellington city|Incorporated Place|A|Reynolds County

MO|29|21898|Ellisville city|Incorporated Place|A|St. Louis County

MO|29|21916|Ellsinore city|Incorporated Place|A|Carter County

MO|29|21988|Elmer city|Incorporated Place|A|Macon County

MO|29|22006|Elmira village|Incorporated Place|A|Ray County

MO|29|22024|Elmo city|Incorporated Place|A|Nodaway County

MO|29|22114|Elsberry city|Incorporated Place|A|Lincoln County

MO|29|22250|Emerald Beach village|Incorporated Place|A|Barry County

MO|29|22276|Eminence city|Incorporated Place|A|Shannon County

MO|29|22312|Emma city|Incorporated Place|A|Lafayette County, Saline County

MO|29|22474|Eolia village|Incorporated Place|A|Pike County

MO|29|22600|Essex city|Incorporated Place|A|Stoddard County

MO|29|22672|Ethel town|Incorporated Place|A|Macon County

MO|29|22834|Eureka city|Incorporated Place|A|St. Louis County

MO|29|22951|Evergreen village|Incorporated Place|A|Laclede County

MO|29|22996|Everton city|Incorporated Place|A|Dade County

MO|29|23032|Ewing city|Incorporated Place|A|Lewis County

MO|29|23077|Excelsior Estates village|Incorporated Place|A|Clay County, Ray County

MO|29|23086|Excelsior Springs city|Incorporated Place|A|Clay County, Ray County

MO|29|23122|Exeter city|Incorporated Place|A|Barry County

MO|29|23266|Fairfax city|Incorporated Place|A|Atchison County

MO|29|23338|Fair Grove city|Incorporated Place|A|Greene County

MO|29|23428|Fair Play city|Incorporated Place|A|Polk County

MO|29|23518|Fairview town|Incorporated Place|A|Newton County

MO|29|23662|Farber city|Incorporated Place|A|Audrain County

MO|29|23698|Farley village|Incorporated Place|A|Platte County

MO|29|23752|Farmington city|Incorporated Place|A|St. Francois County

MO|29|23842|Fayette city|Incorporated Place|A|Howard County

MO|29|23950|Fenton city|Incorporated Place|A|St. Louis County

MO|29|23986|Ferguson city|Incorporated Place|A|St. Louis County

MO|29|24058|Ferrelview village|Incorporated Place|A|Platte County

MO|29|24094|Festus city|Incorporated Place|A|Jefferson County

MO|29|24120|Fidelity town|Incorporated Place|A|Jasper County

MO|29|24184|Fillmore city|Incorporated Place|A|Andrew County

MO|29|24328|Fisk city|Incorporated Place|A|Butler County

MO|29|24562|Fleming city|Incorporated Place|A|Ray County

MO|29|24580|Flemington village|Incorporated Place|A|Polk County

MO|29|24688|Flint Hill city|Incorporated Place|A|St. Charles County

MO|29|24706|Flordell Hills city|Incorporated Place|A|St. Louis County

MO|29|24760|Florida village|Incorporated Place|I|Monroe County

MO|29|24778|Florissant city|Incorporated Place|A|St. Louis County

MO|29|24886|Foley city|Incorporated Place|A|Lincoln County

MO|29|25012|Fordland city|Incorporated Place|A|Webster County

MO|29|25066|Forest City city|Incorporated Place|A|Holt County

MO|29|25120|Foristell city|Incorporated Place|A|St. Charles County, Warren County

MO|29|25192|Forsyth city|Incorporated Place|A|Taney County

MO|29|25228|Fortescue town|Incorporated Place|A|Holt County

MO|29|25372|Foster village|Incorporated Place|A|Bates County

MO|29|25411|Fountain N' Lakes village|Incorporated Place|A|Lincoln County

MO|29|25552|Frankford city|Incorporated Place|A|Pike County

MO|29|25624|Franklin city|Incorporated Place|A|Howard County

MO|29|25768|Fredericktown city|Incorporated Place|A|Madison County

MO|29|25822|Freeburg village|Incorporated Place|A|Osage County

MO|29|25894|Freeman city|Incorporated Place|A|Cass County

MO|29|25912|Freistatt village|Incorporated Place|A|Lawrence County

MO|29|25957|Fremont Hills city|Incorporated Place|A|Christian County

MO|29|26092|Frohna city|Incorporated Place|A|Perry County

MO|29|26110|Frontenac city|Incorporated Place|A|St. Louis County

MO|29|26182|Fulton city|Incorporated Place|A|Callaway County

MO|29|26218|Gainesville city|Incorporated Place|A|Ozark County

MO|29|26254|Galena city|Incorporated Place|A|Stone County

MO|29|26308|Gallatin city|Incorporated Place|A|Daviess County

MO|29|26362|Galt city|Incorporated Place|A|Grundy County

MO|29|26434|Garden City city|Incorporated Place|A|Cass County

MO|29|26578|Gasconade city|Incorporated Place|A|Gasconade County

MO|29|26776|Gentry village|Incorporated Place|A|Gentry County

MO|29|26866|Gerald city|Incorporated Place|A|Franklin County

MO|29|26902|Gerster town|Incorporated Place|A|St. Clair County

MO|29|26920|Gibbs village|Incorporated Place|A|Adair County

MO|29|26974|Gideon city|Incorporated Place|A|New Madrid County

MO|29|27028|Gilliam city|Incorporated Place|A|Saline County

MO|29|27064|Gilman City city|Incorporated Place|A|Daviess County, Harrison County

MO|29|27100|Ginger Blue village|Incorporated Place|A|McDonald County

MO|29|27190|Gladstone city|Incorporated Place|A|Clay County

MO|29|27208|Glasgow city|Incorporated Place|A|Chariton County, Howard County

MO|29|27262|Glenaire city|Incorporated Place|A|Clay County

MO|29|27280|Glen Allen town|Incorporated Place|A|Bollinger County
